content,hotel,stars,title
"Estimado Antonio, primero agradecerle que confiara en nosotros para su estancia en Granada. Nos alegra que el ""programa mascotas"" que tenemos implantado sea de su agrado. También que pueda recomendar nuestra restauración, pues sabemos que es un punto débil de muchos establecimientos, y precisamente nosotros hacemos una apuesta grande por ofertar una restauración completa y de calidad precio muy aceptable. Le esperamos en una futura ocasión. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Un buen hotel a un precio aceptable
"Estimado José Antonio M,",Melia Granada,4 de 5 burbujas,Hotel centrico y estancia agradable
"Estimado huésped,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",EL TIMO DE LA ESTAMPITA
"Estimado Juan Ramón G, muchísimas gracias por su comentario, todo el equipo del Ladrón de Agua le agradece sus amables palabras y estamos todos encantados de que haya podido disfrutar de nuestras instalaciones durante su estancia y de que todo estuviera de su gusto. Es cierto que, al estar en la parte antigua de Granada y siendo esta peatonal, el acceso puede ser algo complicado, para ello nuestro equipo está encantado de ayudar y aconsejarles qué hacer con su vehículo en cada momento, y una vez solucionado el tema del parking, sólo queda disfrutar de estas callejuelas llenas de encanto, el ambiente y la magia de Granada!!",El Ladron de Agua,"4,5 de 5 burbujas",Un remanso de paz
"Estimado Sr. Serrano, le agradecemos su gran valoración y comentarios sobre nuestro establecimiento. Intentamos siempre dar una calidad precio muy competitiva. El parking a 15,60 €/día con descuentos por larga estancia, o cenas a 15 € tipo buffet libre con show cooking, creemos es una oferta muy atractiva. Hay paquetes que salen mas económicos comprando por anticipado. Esperamos poder volver a verles. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas","UN HOTEL MUY AGRADABLE, FÁCIL DE LLEGAR Y BIEN COMUNICADO"
"Estimada 852susanah,",Melia Granada,4 de 5 burbujas,Excelente
"Estimado 407guillermos,",Melia Granada,4 de 5 burbujas,Fue como estar en casa
"Estimado huésped, ",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas","Perfecto, pero tiene q mejorar la comida "
"Estimado huésped, transmitirle nuestro agradecimiento por sus cordiales palabras, entre las cuales destaca a nuestra Recepción como piedra angular sobre la que gira la gestión del establecimiento junto con el resto de Departamentos y personal. ",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Visita a Granada
"Estimado Antonio, realmente es doblemente motivador el haberlo expresado en nuestras instalaciones y el querer compartirlo en este foro de manera tan natural y espontánea. Nuestro objetivo es tener clientes, no sólo satisfechos, sino que recuerden su experiencia con nosotros sea cual sea el área donde la hayan tenido (Alojamiento, Restauración, Spa, ocio...)",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Celebre  mi boda
"Estimada 140virginiad,",Melia Granada,4 de 5 burbujas,Grata experiencia
"Estimado Jose Antonio, nos alegra que nuestro establecimiento haya sido testigo de un encuentro tan importante para ustedes. Esperamos poder seguir teniendo esa complicidad para una futura ocasión. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Un encuentro muy especial de dos almas casi gemelas.
Llegamos a este hotel justo en la fiesta de la Santa Cruz. El taxi nos dejó a 50 metros del hotel y tuvimos que caminar. Es una Casona del Siglo XVI muy bien remodelada y acogedora. Tiene varios patios en donde puedes tomar una copa o simplemente pasar un buen rato. La primer noche nos dieron una habitación con una cama pequeña y muy blanda. No descansamos. Pedimos el cambio y fueron muy atentos. La nueva habitación mucho mejor. El desayuno completo y con buen servicio. Excelente ubicación. Sin duda volvería.,Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Ubicación fabulosa y atención estupenda
"Estimado Huésped,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Casona del Siglo XVI. Excelente Servicio
Un precioso hotel en el centro de Granada. Habitaciones cuidadas y cómodas. Baño completo. Aún estando en el centro no se escuchan ruidos de la calle.,Hotel Palacio de Los Navas,4 de 5 burbujas,Excelente lugar
"Este hotel es una auténtica maravilla, diferente a todo lo que había visto hasta el momento.Tiene un encanto que lo hace especial, sintonizando a la perfección con la ciudad de Granada. Muy íntimo, acogedor, (hasta el punto de sentirme como en casa, cosa que nunca me había ocurrido), y repleto de detalles.",Hotel Palacio de Los Navas,4 de 5 burbujas,Precioso hotel en el centro de Granada
"Realmente un muy lindo hotel, con una muy buena ubicación, decorado con muy buen gusto, excelente desayuno muy variado. Somos una familia con hijos adolescente y nos sentimos muy a gusto.",Hotel Palacio de Los Navas,4 de 5 burbujas,Encanto en el centro de la ciudad
"Desayuno exquisito variado y muy bien atendido. Detalles en zonas comunes. Cerca del centro y del paseo hacia la Alhambra, ideal para turismo. Servicio de habitaciones y comedor muy atento. Recepción cordiales",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Precioso lugar
"Estimado huésped, agradeciendo que valorara de manera tan positiva nuestro desayuno, si nos apena el resto de comentarios y por ende que su estancia no fuera satisfactoria y sufriendo tanto inconveniente como comenta, lo cual ni es habitual, ni tampoco responde a la realidad del hotel, en el cual estamos constantemente invirtiendo para su mantenimiento.",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Mucha apariencia pero sin mantenimiento 
"Estimado Fernando, nos halaga que nos valore tan positivamente, pero además destacando uno de los puntos que cuidamos mas, como es la restauración. Efectivamente tenemos una carta de habitaciones disponible 24 horas, que aunque por la noche reduce un poco la variedad (pues de día puede ser cualquier plato que haya disponible en cualquier punto de venta del hotel), no deja al cliente sin este servicio. Agradecemos su recomendación en este foro. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Una estancia genial
"El hotel hace justicia a la ciudad. Es un palacete con un patio interior a donde dan las habitaciones, todas ellas muy cuidadas respecto al diseño,limpieza y detalles. La suite es espectacular, las habitaciones dobles no son muy amplias. Perfecto para una escapada romántica. Muy centrico, puedes ir a pie a la Alhambra o de tapeo por la misma calle del hotel.",Hotel Palacio de Los Navas,4 de 5 burbujas,Habitación doble superior muy romantica
"Estimada Patricia, ante todo agradecerle que nos eligiera para su estancia intermedia, aunque lamentamos no haber cubierto completamente sus expectativas tanto en lo referente a la decoración (que entiendo es un tema muy personal), como en referencia, y esto si es grave, a haberse encontrado incidencias de limpieza. Es un tema que cuidamos mucho y he pasado sus apreciaciones a la Gobernanta para que sigamos estando atentos y con altos estándares de limpieza como los que habitualmente tenemos. Esperamos nos brinde una futura oportunidad, e incluso pruebe a contratar por un poco mas nuestras habitaciones superiores que tienen otro tipo de decoración. Espero de esta manera pueda irse mas satisfecha. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Buen hotel
"Estimados huéspedes, es para nosotros muy halagador su comentario, recomendando incluso nuestro servicio de Spa y masajes. Realmente tenemos unos auténticos profesionales, pues apostamos por ofrecer este servicio de calidad, y no improvisar con personal que no se dedicara a ello. Esperamos poder volver a verles en una futura ocasión. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Great!!
"El hotel, que tiene una ubicación excelente, está sin renovar: la contraventana rota y te daba el sol en la cara; la habitación (29) enana, sin una silla para poder sentarse siquiera; malos olores en el baño de las cañerías y excepcionalmente ruidoso. El trato del personal y la limpieza, muy correctos, pero el estado de renovación de las habitaciones brilla por su ausencia. Ponerlo al día es, a mi parecer, inexcusable.",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Un hotel con encanto
"Estimado Fran, nos halagan sus comentarios y queremos darle las gracias por expresarlos en este foro, destacando sobre todo nuestra restauración, pues efectivamente dedicamos muchos recursos y esfuerzos en dar unos servicios de buffet muy equilibrados en lo referente a su calidad precio. Le emplazamos a una futura visita. Atentamente, Juan M. López Dirección Sercotel Gran hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Magnifico hotel
"Un hotel del siglo XVI con mucho encanto, muy bien ubicado y bien restaurado, la habitación y demàs estancias muy limpias, el trato del personal exquisito, desayuno muy bueno y mucha variedad, la persona encargada muy atenta y encantadora. ",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Estacian perfecta con vistas maravillosas
"Estimado huésped,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas","Sin renovar, habitación muy pequeña, muy ruidodo"
"Estimado huesped,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Calidad-precio y ubicación genial
"Estimada Huésped,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas","Con encanto, pero..."
"Estimada Andrea, es para nosotros una satisfacción leer este comentario, realmente nos motiva y hace estar mas pendiente de que todo se desarrolle de la mejor manera posible para que nuestros huéspedes tengan experiencias positivas tanto por nuestras instalaciones, como atención o restauración. Esperamos poder volverlos a ver en una futura ocasión. Afectuosamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Contentos
"Encontramos una oferta en este maravilloso hotel. La estancia fue muy tranquila y la habitación era preciosa. En la  última planta los techos son una maravilla. Merece la pena coger habitación superior. Pero si no es con una buena oferta me parece muy caro. Los servicios se asemejan a un B&B y por la noche hay bastante ruido en las habitaciones, ya que está en una calle peatonal llena de restaurantes y bares... Un par de noches entre semana... perfecto!!",Hotel Palacio de Los Navas,4 de 5 burbujas,"Un pequeño hotel, íntimo y acogedor"
"Estimada María, nos halaga la descripción y calificación final dada a su estancia en nuestro establecimiento. En nombre de todo el equipo le queremos dar las gracias por narrarla y compartirla en este foro. Nuestro objetivo es su última frase, que se vaya con la sensación de que puede recomendarnos. Esperamos poder volver a verle. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Sobresaliente
"Estimado Sr Cortés,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Ladrones e incompetentes
"Estimada Rosa, realmente su recomendación del destino y de nuestro establecimiento son dos regalos que hace con su comentario. Le queremos agradecer que los haga en este foro. Les emplazamos a una futura visita. Afectuosamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",Buen hotel para visitar Granada
"Estimada Mercedes, su valoración y comentarios nos halagan y motivan para seguir trabajando por dar un servicio y mantener unas instalaciones que cumplan ampliamente con las expectativas de nuestros huéspedes. Esperamos poder seguir viéndola por nuestro establecimiento. Gracias por compartir su experiencia. Atentamente, Juan M. López Dirección Sercotel Gran Hotel Luna de Granada",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",fantastico
"Estimado huésped, ante todo, agradecerle ese calificativo tan positivo que expone del hotel, lo cual denota que hemos cubierto sus expectativas. ",Sercotel Gran Hotel Luna de Granada,"2,5 de 5 burbujas",EXCELENTE HOTEL
"Estimado huésped,",Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",El Hotel es bonito y esta muy bien situado
"Un hotel atractivo y elegante, con un anfitrión que se esmera mucho con los detalles, como  el agua con sabor a fruta que hay en la zona de recepción. El desayuno del hotel es como debe de ser, con zumo recién exprimido, un buen café y bollería, jamón y queso deliciosos y sin rastro de los típicos bacón, huevos y salchichas internacionales que nadan en grasa y que te suelen dar en muchos hoteles. Las persianas de madera que tienen protegen bien del ruido que procede de las calles ajetreadas. Tienes la sensación de encontrarte en un refugio tranquilo, en especial cuando te sientas en un bonito patio situado en el centro.",Hotel Palacio de Los Navas,4 de 5 burbujas,Un precioso hotel boutique
Un hotel bonito y muy bien situado. Destacaría la amabilidad del personal que te ayuda en todo lo necesario para disfrutar de la estancia. Al estar tan bien situado es ideal para disfrutar el fin de semana. Repetiría sin dudarlo.,Hotel Casa del Capitel Nazari,"4,5 de 5 burbujas",Hotel con encanto
